league,season,team,players_used,age,poss,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,url
ENG-Premier League,2526,Sunderland,29,25.3,44.9,38,418,3420,38,38,25,63,34,4,5,82,3,1.0,0.66,1.66,0.89,1.55,/en/squads/8ef52968/2025-2026/Sunderland-Stats
ENG-Premier League,2526,Tottenham,31,25.3,50.4,38,418,3420,38,47,36,83,47,0,0,101,4,1.24,0.95,2.18,1.24,2.18,/en/squads/361ca564/2025-2026/Tottenham-Hotspur-Stats
ENG-Premier League,2526,West Ham,32,26.3,42.6,38,418,3420,38,44,31,75,41,3,3,69,3,1.16,0.82,1.97,1.08,1.89,/en/squads/7c21e445/2025-2026/West-Ham-United-Stats
ENG-Premier League,2526,Wolves,31,25.8,42.8,38,418,3420,38,26,18,44,23,3,5,80,3,0.68,0.47,1.16,0.61,1.08,/en/squads/8cec06e1/2025-2026/Wolverhampton-Wanderers-Stats
ESP-La Liga,2425,Alavés,29,26.6,45.3,38,418,3420,38,38,20,58,29,9,11,107,5,1.0,0.53,1.53,0.76,1.29,/en/squads/8d6fd021/2024-2025/Alaves-Stats
ESP-La Liga,2425,Athletic Club,31,26.9,48.4,38,418,3420,38,53,40,93,50,3,6,64,3,1.39,1.05,2.45,1.32,2.37,/en/squads/2b390eca/2024-2025/Athletic-Club-Stats
ESP-La Liga,2425,Atlético Madrid,24,28.4,52.6,38,418,3420,38,68,51,119,62,6,7,75,3,1.79,1.34,3.13,1.63,2.97,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats
ESP-La Liga,2425,Barcelona,28,24.7,68.3,38,418,3420,38,99,72,171,92,7,8,63,3,2.61,1.89,4.5,2.42,4.32,/en/squads/206d90db/2024-2025/Barcelona-Stats
ESP-La Liga,2425,Celta Vigo,30,26.8,53.6,38,418,3420,38,58,40,98,50,8,9,84,6,1.53,1.05,2.58,1.32,2.37,/en/squads/f25da7fb/2024-2025/Celta-Vigo-Stats
ESP-La Liga,2425,Espanyol,27,25.2,39.8,38,418,3420,38,38,27,65,33,5,5,88,1,1.0,0.71,1.71,0.87,1.58,/en/squads/a8661628/2024-2025/Espanyol-Stats
ESP-La Liga,2425,Getafe,30,27.7,41.8,38,418,3420,38,34,21,55,29,5,5,110,7,0.89,0.55,1.45,0.76,1.32,/en/squads/7848bd64/2024-2025/Getafe-Stats
ESP-La Liga,2425,Girona,30,27.5,56.3,38,418,3420,38,43,31,74,39,4,5,76,2,1.13,0.82,1.95,1.03,1.84,/en/squads/9024a00a/2024-2025/Girona-Stats
ESP-La Liga,2425,Las Palmas,34,26.7,50.7,38,418,3420,38,38,27,65,35,3,4,110,4,1.0,0.71,1.71,0.92,1.63,/en/squads/0049d422/2024-2025/Las-Palmas-Stats
ESP-La Liga,2425,Leganés,26,27.8,42.6,38,418,3420,38,38,27,65,33,5,7,82,6,1.0,0.71,1.71,0.87,1.58,/en/squads/7c6f2c78/2024-2025/Leganes-Stats
ESP-La Liga,2425,Mallorca,28,28.7,46.8,38,418,3420,38,34,24,58,30,4,5,81,6,0.89,0.63,1.53,0.79,1.42,/en/squads/2aa12281/2024-2025/Mallorca-Stats
ESP-La Liga,2425,Osasuna,25,27.4,46.1,38,418,3420,38,46,28,74,37,9,9,88,0,1.21,0.74,1.95,0.97,1.71,/en/squads/03c57e2b/2024-2025/Osasuna-Stats
ESP-La Liga,2425,Rayo Vallecano,26,29.3,51.7,38,418,3420,38,38,27,65,38,0,1,96,3,1.0,0.71,1.71,1.0,1.71,/en/squads/98e8af82/2024-2025/Rayo-Vallecano-Stats
ESP-La Liga,2425,Real Betis,36,27.5,52.4,38,418,3420,38,55,37,92,48,7,10,75,4,1.45,0.97,2.42,1.26,2.24,/en/squads/fc536746/2024-2025/Real-Betis-Stats
ESP-La Liga,2425,Real Madrid,30,26.6,60.4,38,418,3420,38,78,55,133,68,10,14,57,4,2.05,1.45,3.5,1.79,3.24,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
ESP-La Liga,2425,Real Sociedad,31,25.1,53.8,38,418,3420,38,34,22,56,30,4,4,85,4,0.89,0.58,1.47,0.79,1.37,/en/squads/e31d1cd9/2024-2025/Real-Sociedad-Stats
ESP-La Liga,2425,Sevilla,35,26.1,50.5,38,418,3420,38,39,32,71,37,2,3,98,8,1.03,0.84,1.87,0.97,1.82,/en/squads/ad2be733/2024-2025/Sevilla-Stats
ESP-La Liga,2425,Valencia,32,24.6,48.4,38,418,3420,38,43,26,69,38,5,5,86,1,1.13,0.68,1.82,1.0,1.68,/en/squads/dcc91a7b/2024-2025/Valencia-Stats
ESP-La Liga,2425,Valladolid,38,25.6,42.8,38,418,3420,38,26,15,41,21,5,5,91,5,0.68,0.39,1.08,0.55,0.95,/en/squads/17859612/2024-2025/Valladolid-Stats
ESP-La Liga,2425,Villarreal,31,26.7,47.6,38,418,3420,38,69,51,120,64,5,7,96,4,1.82,1.34,3.16,1.68,3.03,/en/squads/2a8183b3/2024-2025/Villarreal-Stats
ESP-La Liga,2526,Alavés,28,27.3,48.1,38,418,3420,38,41,26,67,34,7,7,95,5,1.08,0.68,1.76,0.89,1.58,/en/squads/8d6fd021/2025-2026/Alaves-Stats
ESP-La Liga,2526,Athletic Club,29,27.6,48.6,38,418,3420,38,42,30,72,37,5,6,79,7,1.11,0.79,1.89,0.97,1.76,/en/squads/2b390eca/2025-2026/Athletic-Club-Stats
ESP-La Liga,2526,Atlético Madrid,36,27.2,53.4,38,418,3420,38,58,40,98,55,3,4,79,5,1.53,1.05,2.58,1.45,2.5,/en/squads/db3b9613/2025-2026/Atletico-Madrid-Stats
ESP-La Liga,2526,Barcelona,29,24.7,68.9,38,418,3420,38,94,68,162,87,7,10,60,2,2.47,1.79,4.26,2.29,4.08,/en/squads/206d90db/2025-2026/Barcelona-Stats
ESP-La Liga,2526,Celta Vigo,31,26.0,50.4,38,418,3420,38,52,36,88,44,8,8,73,1,1.37,0.95,2.32,1.16,2.11,/en/squads/f25da7fb/2025-2026/Celta-Vigo-Stats
ESP-La Liga,2526,Elche,32,26.8,57.7,38,418,3420,38,47,33,80,43,4,5,81,6,1.24,0.87,2.11,1.13,2.0,/en/squads/6c8b07df/2025-2026/Elche-Stats
ESP-La Liga,2526,Espanyol,25,27.4,42.4,38,418,3420,38,42,29,71,39,3,5,91,5,1.11,0.76,1.87,1.03,1.79,/en/squads/a8661628/2025-2026/Espanyol-Stats
ESP-La Liga,2526,Getafe,33,28.5,40.2,38,418,3420,38,31,26,57,29,2,4,109,8,0.82,0.68,1.5,0.76,1.45,/en/squads/7848bd64/2025-2026/Getafe-Stats
ESP-La Liga,2526,Girona,32,27.3,50.7,38,418,3420,38,38,27,65,31,7,8,80,7,1.0,0.71,1.71,0.82,1.53,/en/squads/9024a00a/2025-2026/Girona-Stats
ESP-La Liga,2526,Levante,30,25.9,42.9,38,418,3420,38,47,31,78,45,2,6,85,5,1.24,0.82,2.05,1.18,2.0,/en/squads/9800b6a1/2025-2026/Levante-Stats
ESP-La Liga,2526,Mallorca,30,27.8,47.0,38,418,3420,38,47,32,79,42,5,7,83,5,1.24,0.84,2.08,1.11,1.95,/en/squads/2aa12281/2025-2026/Mallorca-Stats
ESP-La Liga,2526,Osasuna,24,28.2,46.8,38,418,3420,38,42,30,72,36,6,8,91,7,1.11,0.79,1.89,0.95,1.74,/en/squads/03c57e2b/2025-2026/Osasuna-Stats
ESP-La Liga,2526,Oviedo,31,28.0,46.1,38,418,3420,38,26,18,44,24,2,3,81,10,0.68,0.47,1.16,0.63,1.11,/en/squads/ab358912/2025-2026/Oviedo-Stats
ESP-La Liga,2526,Rayo Vallecano,28,28.9,53.5,38,418,3420,38,41,29,70,38,3,5,103,9,1.08,0.76,1.84,1.0,1.76,/en/squads/98e8af82/2025-2026/Rayo-Vallecano-Stats
ESP-La Liga,2526,Real Betis,29,27.8,50.3,38,418,3420,38,58,39,97,55,3,3,72,2,1.53,1.03,2.55,1.45,2.47,/en/squads/fc536746/2025-2026/Real-Betis-Stats
ESP-La Liga,2526,Real Madrid,35,25.3,59.5,38,418,3420,38,77,56,133,65,12,14,70,7,2.03,1.47,3.5,1.71,3.18,/en/squads/53a2f082/2025-2026/Real-Madrid-Stats
ESP-La Liga,2526,Real Sociedad,36,25.8,51.3,38,418,3420,38,57,38,95,49,8,9,88,4,1.5,1.0,2.5,1.29,2.29,/en/squads/e31d1cd9/2025-2026/Real-Sociedad-Stats
ESP-La Liga,2526,Sevilla,33,27.0,51.0,38,418,3420,38,44,33,77,39,5,6,108,5,1.16,0.87,2.03,1.03,1.89,/en/squads/ad2be733/2025-2026/Sevilla-Stats
ESP-La Liga,2526,Valencia,27,27.1,47.7,38,418,3420,38,46,32,78,41,5,9,70,3,1.21,0.84,2.05,1.08,1.92,/en/squads/dcc91a7b/2025-2026/Valencia-Stats
ESP-La Liga,2526,Villarreal,33,26.1,44.5,38,418,3420,38,71,47,118,64,7,7,78,3,1.87,1.24,3.11,1.68,2.92,/en/squads/2a8183b3/2025-2026/Villarreal-Stats
FRA-Ligue 1,2425,Angers,30,27.5,41.2,34,374,3060,34,31,17,48,26,5,6,49,2,0.91,0.5,1.41,0.76,1.26,/en/squads/69236f98/2024-2025/Angers-Stats
FRA-Ligue 1,2425,Auxerre,29,25.9,42.5,34,374,3060,34,47,35,82,43,4,5,68,4,1.38,1.03,2.41,1.26,2.29,/en/squads/5ae09109/2024-2025/Auxerre-Stats
FRA-Ligue 1,2425,Brest,30,28.2,48.4,34,374,3060,34,52,32,84,45,7,9,69,3,1.53,0.94,2.47,1.32,2.26,/en/squads/fb08dbb3/2024-2025/Brest-Stats
FRA-Ligue 1,2425,Le Havre,31,26.7,43.1,34,374,3060,34,37,21,58,28,9,10,56,4,1.09,0.62,1.71,0.82,1.44,/en/squads/5c2737db/2024-2025/Le-Havre-Stats
FRA-Ligue 1,2425,Lens,33,27.1,54.1,34,374,3060,34,40,26,66,35,5,5,86,8,1.18,0.76,1.94,1.03,1.79,/en/squads/fd4e0f7d/2024-2025/Lens-Stats
FRA-Ligue 1,2425,Lille,27,26.1,57.6,34,374,3060,34,52,29,81,45,7,10,77,2,1.53,0.85,2.38,1.32,2.18,/en/squads/cb188c0c/2024-2025/Lille-Stats
FRA-Ligue 1,2425,Lyon,31,27.4,56.4,34,374,3060,34,62,46,108,54,8,10,60,0,1.82,1.35,3.18,1.59,2.94,/en/squads/d53c0b06/2024-2025/Lyon-Stats
FRA-Ligue 1,2425,Marseille,32,26.7,63.3,34,374,3060,34,70,49,119,62,8,10,64,6,2.06,1.44,3.5,1.82,3.26,/en/squads/5725cc7b/2024-2025/Marseille-Stats
FRA-Ligue 1,2425,Monaco,28,24.4,55.0,34,374,3060,34,63,49,112,57,6,7,60,4,1.85,1.44,3.29,1.68,3.12,/en/squads/fd6114db/2024-2025/Monaco-Stats
FRA-Ligue 1,2425,Montpellier,35,26.1,45.3,34,374,3060,34,23,13,36,20,3,4,87,7,0.68,0.38,1.06,0.59,0.97,/en/squads/281b0e73/2024-2025/Montpellier-Stats
FRA-Ligue 1,2425,Nantes,30,26.7,40.4,34,374,3060,34,39,27,66,34,5,5,71,4,1.15,0.79,1.94,1.0,1.79,/en/squads/d7a486cd/2024-2025/Nantes-Stats
FRA-Ligue 1,2425,Nice,31,26.4,47.5,34,374,3060,34,62,43,105,56,6,6,59,5,1.82,1.26,3.09,1.65,2.91,/en/squads/132ebc33/2024-2025/Nice-Stats
FRA-Ligue 1,2425,PSG,28,23.6,68.0,34,374,3060,34,89,69,158,83,6,7,37,0,2.62,2.03,4.65,2.44,4.47,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
FRA-Ligue 1,2425,Reims,34,24.5,44.1,34,374,3060,34,32,19,51,31,1,2,66,6,0.94,0.56,1.5,0.91,1.47,/en/squads/7fdd64e0/2024-2025/Reims-Stats
FRA-Ligue 1,2425,Rennes,35,25.1,50.9,34,374,3060,34,51,32,83,46,5,8,67,2,1.5,0.94,2.44,1.35,2.29,/en/squads/b3072e00/2024-2025/Rennes-Stats
FRA-Ligue 1,2425,Saint-Étienne,32,25.9,47.1,34,374,3060,34,39,28,67,36,3,4,65,3,1.15,0.82,1.97,1.06,1.88,/en/squads/d298ef2c/2024-2025/Saint-Etienne-Stats
FRA-Ligue 1,2425,Strasbourg,30,21.4,50.1,34,374,3060,34,54,43,97,52,2,2,71,3,1.59,1.26,2.85,1.53,2.79,/en/squads/c0d3eab4/2024-2025/Strasbourg-Stats
FRA-Ligue 1,2425,Toulouse,27,25.2,45.0,34,374,3060,34,42,34,76,39,3,4,54,3,1.24,1.0,2.24,1.15,2.15,/en/squads/3f8c4b5f/2024-2025/Toulouse-Stats
FRA-Ligue 1,2526,Angers,30,26.0,41.9,34,374,3060,34,28,17,45,25,3,5,52,2,0.82,0.5,1.32,0.74,1.24,/en/squads/69236f98/2025-2026/Angers-Stats
FRA-Ligue 1,2526,Auxerre,30,24.9,43.9,34,374,3060,34,30,19,49,27,3,5,69,7,0.88,0.56,1.44,0.79,1.35,/en/squads/5ae09109/2025-2026/Auxerre-Stats
FRA-Ligue 1,2526,Brest,27,26.5,43.5,34,374,3060,34,42,30,72,36,6,8,58,5,1.24,0.88,2.12,1.06,1.94,/en/squads/fb08dbb3/2025-2026/Brest-Stats
FRA-Ligue 1,2526,Le Havre,31,26.6,46.9,34,374,3060,34,31,22,53,29,2,6,65,4,0.91,0.65,1.56,0.85,1.5,/en/squads/5c2737db/2025-2026/Le-Havre-Stats
FRA-Ligue 1,2526,Lens,30,26.5,51.2,34,374,3060,34,65,51,116,61,4,5,66,5,1.91,1.5,3.41,1.79,3.29,/en/squads/fd4e0f7d/2025-2026/Lens-Stats
