league,season,team,players_used,age,playing_time_mp,playing_time_min,playing_time_mn_mp,playing_time_min_pct,playing_time_90s,starts_starts,starts_mn_start,starts_compl,subs_subs,subs_mn_sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_plusminus,team_success_plusminus90,url
ITA-Serie A,2526,Juventus,27,26.0,38,3420,90,100,38,418,82,231,185,19,244,1.82,61,34,27,0.71,/en/squads/e0652b02/2025-2026/Juventus-Stats
ITA-Serie A,2526,Lazio,30,27.8,38,3420,90,100,38,418,79,232,178,24,269,1.42,41,40,1,0.03,/en/squads/7213da33/2025-2026/Lazio-Stats
ITA-Serie A,2526,Lecce,30,25.5,38,3420,90,100,38,418,81,243,173,21,339,1.0,28,50,-22,-0.58,/en/squads/ffcbe334/2025-2026/Lecce-Stats
ITA-Serie A,2526,Milan,26,27.2,38,3420,90,100,38,418,82,258,159,22,214,1.84,53,35,18,0.47,/en/squads/dc56fe14/2025-2026/Milan-Stats
ITA-Serie A,2526,Napoli,29,28.4,38,3420,90,100,38,418,82,253,166,21,238,2.0,58,36,22,0.58,/en/squads/d48ad4ff/2025-2026/Napoli-Stats
ITA-Serie A,2526,Parma,32,24.1,38,3420,90,100,38,418,81,249,169,20,307,1.18,28,46,-18,-0.47,/en/squads/eab4234c/2025-2026/Parma-Stats
ITA-Serie A,2526,Pisa,35,27.0,38,3420,90,100,38,418,79,230,183,24,345,0.47,26,71,-45,-1.18,/en/squads/4cceedfc/2025-2026/Pisa-Stats
ITA-Serie A,2526,Roma,29,26.3,38,3420,90,100,38,418,80,241,178,22,261,1.92,59,31,28,0.74,/en/squads/cf74a709/2025-2026/Roma-Stats
ITA-Serie A,2526,Sassuolo,34,26.1,38,3420,90,100,38,418,81,234,181,19,330,1.29,46,50,-4,-0.11,/en/squads/e2befd26/2025-2026/Sassuolo-Stats
ITA-Serie A,2526,Torino,30,27.2,38,3420,90,100,38,418,80,231,187,22,309,1.18,44,63,-19,-0.5,/en/squads/105360fe/2025-2026/Torino-Stats
ITA-Serie A,2526,Udinese,30,26.5,38,3420,90,100,38,418,81,232,185,20,291,1.32,45,48,-3,-0.08,/en/squads/04eea015/2025-2026/Udinese-Stats
GER-Bundesliga,2425,Augsburg,29,26.8,34,3060,90,100,34,374,80,213,157,23,147,1.26,35,51,-16,-0.47,/en/squads/0cdc4311/2024-2025/Augsburg-Stats
GER-Bundesliga,2425,Bayern Munich,29,27.7,34,3060,90,100,34,374,82,224,150,21,155,2.41,99,32,67,1.97,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
GER-Bundesliga,2425,Bochum,27,28.0,34,3060,90,100,34,374,81,218,154,20,152,0.74,33,67,-34,-1.0,/en/squads/b42c6323/2024-2025/Bochum-Stats
GER-Bundesliga,2425,Dortmund,28,26.6,34,3060,90,100,34,374,81,216,154,20,147,1.68,71,51,20,0.59,/en/squads/add600ae/2024-2025/Dortmund-Stats
GER-Bundesliga,2425,Frankfurt,26,24.9,34,3060,90,100,34,374,81,211,162,20,144,1.76,68,46,22,0.65,/en/squads/f0ac8ee6/2024-2025/Eintracht-Frankfurt-Stats
GER-Bundesliga,2425,Freiburg,26,27.1,34,3060,90,100,34,374,82,216,157,18,149,1.62,49,53,-4,-0.12,/en/squads/a486e511/2024-2025/Freiburg-Stats
GER-Bundesliga,2425,Gladbach,26,26.5,34,3060,90,100,34,374,83,207,165,16,141,1.32,55,57,-2,-0.06,/en/squads/32f3ee20/2024-2025/Monchengladbach-Stats
GER-Bundesliga,2425,Heidenheim,27,26.8,34,3060,90,100,34,374,80,213,162,23,144,0.85,37,64,-27,-0.79,/en/squads/18d9d2a7/2024-2025/Heidenheim-Stats
GER-Bundesliga,2425,Hoffenheim,35,26.4,34,3060,90,100,34,374,81,221,151,22,153,0.94,46,68,-22,-0.65,/en/squads/033ea6b8/2024-2025/Hoffenheim-Stats
GER-Bundesliga,2425,Holstein Kiel,27,25.6,34,3060,90,100,34,374,79,210,162,24,143,0.74,49,80,-31,-0.91,/en/squads/2ac661d9/2024-2025/Holstein-Kiel-Stats
GER-Bundesliga,2425,Leverkusen,23,27.0,34,3060,90,100,34,374,83,239,136,19,165,2.03,72,43,29,0.85,/en/squads/c7a9f859/2024-2025/Leverkusen-Stats
GER-Bundesliga,2425,Mainz 05,25,27.4,34,3060,90,100,34,374,82,229,145,18,160,1.53,55,43,12,0.35,/en/squads/a224b06a/2024-2025/Mainz-05-Stats
GER-Bundesliga,2425,RB Leipzig,29,25.3,34,3060,90,100,34,374,81,212,158,20,142,1.5,53,48,5,0.15,/en/squads/acbb6a5b/2024-2025/RB-Leipzig-Stats
GER-Bundesliga,2425,St Pauli,28,26.9,34,3060,90,100,34,374,84,229,143,16,163,0.94,28,41,-13,-0.38,/en/squads/54864664/2024-2025/St-Pauli-Stats
GER-Bundesliga,2425,Stuttgart,29,24.9,34,3060,90,100,34,374,81,210,161,19,142,1.47,64,53,11,0.32,/en/squads/598bc722/2024-2025/Stuttgart-Stats
GER-Bundesliga,2425,Union Berlin,28,27.2,34,3060,90,100,34,374,80,207,168,22,137,1.18,35,51,-16,-0.47,/en/squads/7a41008f/2024-2025/Union-Berlin-Stats
GER-Bundesliga,2425,Werder Bremen,23,27.5,34,3060,90,100,34,374,83,215,156,17,145,1.5,54,57,-3,-0.09,/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats
GER-Bundesliga,2425,Wolfsburg,27,25.2,34,3060,90,100,34,374,82,220,155,19,150,1.26,56,54,2,0.06,/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats
GER-Bundesliga,2526,Augsburg,29,25.9,34,3060,90,100,34,374,81,213,160,22,141,1.26,45,61,-16,-0.47,/en/squads/0cdc4311/2025-2026/Augsburg-Stats
GER-Bundesliga,2526,Bayern Munich,32,27.4,34,3060,90,100,34,374,80,214,159,23,147,2.62,122,36,86,2.53,/en/squads/054efa67/2025-2026/Bayern-Munich-Stats
GER-Bundesliga,2526,Dortmund,27,26.2,34,3060,90,100,34,374,83,213,159,17,141,2.15,70,34,36,1.06,/en/squads/add600ae/2025-2026/Dortmund-Stats
GER-Bundesliga,2526,Frankfurt,29,24.8,34,3060,90,100,34,374,80,211,161,22,145,1.29,61,65,-4,-0.12,/en/squads/f0ac8ee6/2025-2026/Eintracht-Frankfurt-Stats
GER-Bundesliga,2526,Freiburg,26,26.7,34,3060,90,100,34,374,81,217,156,20,148,1.38,51,57,-6,-0.18,/en/squads/a486e511/2025-2026/Freiburg-Stats
GER-Bundesliga,2526,Gladbach,28,26.0,34,3060,90,100,34,374,82,216,155,18,151,1.12,42,53,-11,-0.32,/en/squads/32f3ee20/2025-2026/Monchengladbach-Stats
GER-Bundesliga,2526,Hamburger SV,32,25.8,34,3060,90,100,34,374,82,204,167,18,138,1.12,40,54,-14,-0.41,/en/squads/26790c6a/2025-2026/Hamburger-SV-Stats
GER-Bundesliga,2526,Heidenheim,30,26.6,34,3060,90,100,34,374,79,207,167,23,139,0.76,41,72,-31,-0.91,/en/squads/18d9d2a7/2025-2026/Heidenheim-Stats
GER-Bundesliga,2526,Hoffenheim,26,26.7,34,3060,90,100,34,374,83,219,152,17,150,1.79,65,52,13,0.38,/en/squads/033ea6b8/2025-2026/Hoffenheim-Stats
GER-Bundesliga,2526,Köln,27,25.0,34,3060,90,100,34,374,80,202,169,21,136,0.94,49,63,-14,-0.41,/en/squads/bc357bf7/2025-2026/Koln-Stats
GER-Bundesliga,2526,Leverkusen,28,26.3,34,3060,90,100,34,374,81,221,154,22,150,1.74,68,47,21,0.62,/en/squads/c7a9f859/2025-2026/Leverkusen-Stats
GER-Bundesliga,2526,Mainz 05,30,28.6,34,3060,90,100,34,374,82,219,151,18,155,1.18,44,53,-9,-0.26,/en/squads/a224b06a/2025-2026/Mainz-05-Stats
GER-Bundesliga,2526,RB Leipzig,29,25.0,34,3060,90,100,34,374,83,214,160,16,146,1.91,66,47,19,0.56,/en/squads/acbb6a5b/2025-2026/RB-Leipzig-Stats
GER-Bundesliga,2526,St Pauli,24,27.5,34,3060,90,100,34,374,83,240,133,20,171,0.76,29,60,-31,-0.91,/en/squads/54864664/2025-2026/St-Pauli-Stats
GER-Bundesliga,2526,Stuttgart,26,25.5,34,3060,90,100,34,374,83,211,163,16,143,1.82,71,49,22,0.65,/en/squads/598bc722/2025-2026/Stuttgart-Stats
GER-Bundesliga,2526,Union Berlin,26,27.2,34,3060,90,100,34,374,81,211,160,20,146,1.15,44,58,-14,-0.41,/en/squads/7a41008f/2025-2026/Union-Berlin-Stats
GER-Bundesliga,2526,Werder Bremen,28,25.1,34,3060,90,100,34,374,82,228,143,20,160,0.94,37,60,-23,-0.68,/en/squads/62add3bf/2025-2026/Werder-Bremen-Stats
GER-Bundesliga,2526,Wolfsburg,30,25.4,34,3060,90,100,34,374,83,219,154,18,150,0.85,45,69,-24,-0.71,/en/squads/4eaa11d7/2025-2026/Wolfsburg-Stats
NED-Eredivisie,2425,AZ Alkmaar,30,23.2,34,3060,90,100,34,374,81,212,161,19,212,1.68,58,37,21,0.62,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats
NED-Eredivisie,2425,Ajax,37,25.9,34,3060,90,100,34,374,79,209,164,24,244,2.29,67,32,35,1.03,/en/squads/19c3f8c4/2024-2025/Ajax-Stats
NED-Eredivisie,2425,Almere City,33,25.4,34,3060,90,100,34,374,82,213,158,19,230,0.65,23,64,-41,-1.21,/en/squads/2b41acb5/2024-2025/Almere-City-Stats
NED-Eredivisie,2425,Feyenoord,40,24.5,34,3060,90,100,34,374,81,217,155,22,241,2.0,76,38,38,1.12,/en/squads/fb4ca611/2024-2025/Feyenoord-Stats
NED-Eredivisie,2425,Fortuna Sittard,30,26.4,34,3060,90,100,34,374,81,211,163,20,153,1.21,37,54,-17,-0.5,/en/squads/bd08295c/2024-2025/Fortuna-Sittard-Stats
NED-Eredivisie,2425,Go Ahead Eagles,28,25.2,34,3060,90,100,34,374,84,237,135,16,204,1.5,57,55,2,0.06,/en/squads/e33d6108/2024-2025/Go-Ahead-Eagles-Stats
NED-Eredivisie,2425,Groningen,29,24.4,34,3060,90,100,34,374,82,221,148,19,220,1.15,40,53,-13,-0.38,/en/squads/bec05adb/2024-2025/Groningen-Stats
NED-Eredivisie,2425,Heerenveen,30,24.2,34,3060,90,100,34,374,82,235,137,21,242,1.26,42,57,-15,-0.44,/en/squads/193ff7aa/2024-2025/Heerenveen-Stats
NED-Eredivisie,2425,Heracles Almelo,24,24.4,34,3060,90,100,34,374,83,237,136,20,250,1.12,42,63,-21,-0.62,/en/squads/c882b88e/2024-2025/Heracles-Almelo-Stats
NED-Eredivisie,2425,NAC Breda,30,25.2,34,3060,90,100,34,374,82,220,150,20,240,0.97,34,58,-24,-0.71,/en/squads/8ed04be8/2024-2025/NAC-Breda-Stats
NED-Eredivisie,2425,NEC Nijmegen,25,25.2,34,3060,90,100,34,374,81,215,157,21,178,1.26,51,46,5,0.15,/en/squads/fc629994/2024-2025/NEC-Nijmegen-Stats
NED-Eredivisie,2425,PSV,32,26.2,34,3060,90,100,34,374,81,217,156,21,195,2.32,103,39,64,1.88,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats
NED-Eredivisie,2425,RKC Waalwijk,29,25.6,34,3060,90,100,34,374,80,221,148,22,241,0.74,44,74,-30,-0.88,/en/squads/bb14adb3/2024-2025/RKC-Waalwijk-Stats
NED-Eredivisie,2425,Sparta R.,29,25.0,34,3060,90,100,34,374,83,229,143,19,255,1.15,39,43,-4,-0.12,/en/squads/146a68ce/2024-2025/Sparta-Rotterdam-Stats
NED-Eredivisie,2425,Twente,29,25.7,34,3060,90,100,34,374,81,212,163,21,231,1.59,62,49,13,0.38,/en/squads/a1f721d3/2024-2025/Twente-Stats
NED-Eredivisie,2425,Utrecht,27,26.0,34,3060,90,100,34,374,82,219,154,20,231,1.88,62,45,17,0.5,/en/squads/2a428619/2024-2025/Utrecht-Stats
NED-Eredivisie,2425,Willem II,26,25.8,34,3060,90,100,34,374,83,236,135,18,236,0.76,34,56,-22,-0.65,/en/squads/f0479d7b/2024-2025/Willem-II-Stats
NED-Eredivisie,2425,Zwolle,26,24.3,34,3060,90,100,34,374,83,232,140,19,227,1.21,43,51,-8,-0.24,/en/squads/e3db180b/2024-2025/Zwolle-Stats
NED-Eredivisie,2526,AZ Alkmaar,34,23.3,34,3060,90,100,34,374,81,217,156,22,223,1.53,58,51,7,0.21,/en/squads/3986b791/2025-2026/AZ-Alkmaar-Stats
NED-Eredivisie,2526,Ajax,33,24.6,34,3060,90,100,34,374,81,215,159,20,243,1.65,62,41,21,0.62,/en/squads/19c3f8c4/2025-2026/Ajax-Stats
NED-Eredivisie,2526,Excelsior,31,23.9,34,3060,90,100,34,374,81,219,154,20,167,1.12,43,56,-13,-0.38,/en/squads/740cb7d4/2025-2026/Excelsior-Stats
NED-Eredivisie,2526,Feyenoord,36,25.1,34,3060,90,100,34,374,81,220,156,21,227,1.91,70,44,26,0.76,/en/squads/fb4ca611/2025-2026/Feyenoord-Stats
NED-Eredivisie,2526,Fortuna Sittard,33,26.6,34,3060,90,100,34,374,81,211,163,19,169,1.15,49,63,-14,-0.41,/en/squads/bd08295c/2025-2026/Fortuna-Sittard-Stats
NED-Eredivisie,2526,Go Ahead Eagles,29,25.2,34,3060,90,100,34,374,80,211,160,22,235,1.12,54,53,1,0.03,/en/squads/e33d6108/2025-2026/Go-Ahead-Eagles-Stats
NED-Eredivisie,2526,Groningen,25,23.9,34,3060,90,100,34,374,84,235,140,17,262,1.41,49,45,4,0.12,/en/squads/bec05adb/2025-2026/Groningen-Stats
NED-Eredivisie,2526,Heerenveen,28,24.3,34,3060,90,100,34,374,84,240,133,17,243,1.5,57,53,4,0.12,/en/squads/193ff7aa/2025-2026/Heerenveen-Stats
NED-Eredivisie,2526,Heracles Almelo,32,26.3,34,3060,90,100,34,374,81,228,142,23,219,0.56,35,85,-50,-1.47,/en/squads/c882b88e/2025-2026/Heracles-Almelo-Stats
NED-Eredivisie,2526,NAC Breda,29,26.2,34,3060,90,100,34,374,81,209,158,21,240,0.85,35,58,-23,-0.68,/en/squads/8ed04be8/2025-2026/NAC-Breda-Stats
NED-Eredivisie,2526,NEC Nijmegen,32,26.4,34,3060,90,100,34,374,81,223,149,21,251,1.74,77,53,24,0.71,/en/squads/fc629994/2025-2026/NEC-Nijmegen-Stats
NED-Eredivisie,2526,PSV,30,25.2,34,3060,90,100,34,374,81,225,147,21,193,2.47,101,45,56,1.65,/en/squads/e334d850/2025-2026/PSV-Eindhoven-Stats
NED-Eredivisie,2526,Sparta R.,30,25.7,34,3060,90,100,34,374,83,236,136,19,265,1.26,40,62,-22,-0.65,/en/squads/146a68ce/2025-2026/Sparta-Rotterdam-Stats
NED-Eredivisie,2526,Telstar,28,25.2,34,3060,90,100,34,374,82,214,162,18,177,1.09,49,55,-6,-0.18,/en/squads/9babc1f9/2025-2026/Telstar-Stats
NED-Eredivisie,2526,Twente,26,25.6,34,3060,90,100,34,374,82,216,155,18,212,1.71,59,40,19,0.56,/en/squads/a1f721d3/2025-2026/Twente-Stats
NED-Eredivisie,2526,Utrecht,32,25.9,34,3060,90,100,34,374,82,226,150,20,238,1.56,55,42,13,0.38,/en/squads/2a428619/2025-2026/Utrecht-Stats
NED-Eredivisie,2526,Volendam,32,25.2,34,3060,90,100,34,374,80,208,165,23,214,0.94,35,55,-20,-0.59,/en/squads/8783f4ee/2025-2026/Volendam-Stats
NED-Eredivisie,2526,Zwolle,30,24.6,34,3060,90,100,34,374,82,241,132,21,224,1.09,44,71,-27,-0.79,/en/squads/e3db180b/2025-2026/Zwolle-Stats
POR-Primeira Liga,2425,AVS Futebol,33,27.4,34,3060,90,100,34,374,80,207,165,22,135,0.79,25,60,-35,-1.03,/en/squads/e5ce5a65/2024-2025/AVS-Futebol-Stats
POR-Primeira Liga,2425,Arouca,28,25.3,34,3060,90,100,34,374,82,210,161,18,138,1.12,35,49,-14,-0.41,/en/squads/0d36ddd4/2024-2025/Arouca-Stats
POR-Primeira Liga,2425,Benfica,35,25.7,34,3060,90,100,34,374,82,213,162,18,145,2.35,84,28,56,1.65,/en/squads/a77c513e/2024-2025/Benfica-Stats
POR-Primeira Liga,2425,Boavista,32,27.5,34,3060,90,100,34,374,83,245,124,19,171,0.71,24,59,-35,-1.03,/en/squads/37b7e9e2/Boavista-Stats
POR-Primeira Liga,2425,Braga,35,25.7,34,3060,90,100,34,374,81,218,153,22,152,1.94,55,30,25,0.74,/en/squads/69d84c29/2024-2025/Braga-Stats
POR-Primeira Liga,2425,Casa Pia,32,26.7,34,3060,90,100,34,374,82,202,167,17,139,1.32,39,44,-5,-0.15,/en/squads/b20a2b76/2024-2025/Casa-Pia-Stats
POR-Primeira Liga,2425,Estoril,28,25.2,34,3060,90,100,34,374,81,222,152,21,154,1.35,48,53,-5,-0.15,/en/squads/00c41b75/2024-2025/Estoril-Stats
POR-Primeira Liga,2425,Estrela,40,26.9,34,3060,90,100,34,374,80,204,167,22,138,0.85,24,50,-26,-0.76,/en/squads/0cb9f756/2024-2025/Estrela-Stats
POR-Primeira Liga,2425,Famalicão,31,24.3,34,3060,90,100,34,374,83,232,141,18,165,1.38,44,39,5,0.15,/en/squads/2de656d5/2024-2025/Famalicao-Stats
POR-Primeira Liga,2425,Farense,37,27.3,34,3060,90,100,34,374,82,205,166,18,140,0.79,25,46,-21,-0.62,/en/squads/489c9cd9/Farense-Stats
POR-Primeira Liga,2425,Gil Vicente,34,25.5,34,3060,90,100,34,374,82,217,153,18,151,1.0,34,47,-13,-0.38,/en/squads/6a329209/2024-2025/Gil-Vicente-FC-Stats
POR-Primeira Liga,2425,Moreirense,31,26.7,34,3060,90,100,34,374,81,209,163,21,140,1.18,42,50,-8,-0.24,/en/squads/e4502862/2024-2025/Moreirense-Stats
POR-Primeira Liga,2425,Nacional,31,25.3,34,3060,90,100,34,374,81,213,159,22,147,1.0,32,50,-18,-0.53,/en/squads/5c9eb756/2024-2025/Nacional-Stats
POR-Primeira Liga,2425,Porto,32,24.2,34,3060,90,100,34,374,82,210,162,18,147,2.09,65,30,35,1.03,/en/squads/5e876ee6/2024-2025/Porto-Stats
POR-Primeira Liga,2425,Rio Ave,36,25.0,34,3060,90,100,34,374,81,211,161,21,144,1.12,39,55,-16,-0.47,/en/squads/eea856da/2024-2025/Rio-Ave-Stats
POR-Primeira Liga,2425,Santa Clara,25,26.5,34,3060,90,100,34,374,82,208,161,18,144,1.68,36,32,4,0.12,/en/squads/f5b64cb1/2024-2025/Santa-Clara-Stats
POR-Primeira Liga,2425,Sporting CP,34,23.9,34,3060,90,100,34,374,82,216,154,19,150,2.41,88,27,61,1.79,/en/squads/13dc44fd/2024-2025/Sporting-CP-Stats
POR-Primeira Liga,2425,Vit. Guimarães,31,26.5,34,3060,90,100,34,374,82,207,167,18,139,1.59,47,37,10,0.29,/en/squads/3f319bc9/2024-2025/Vitoria-Guimaraes-Stats
POR-Primeira Liga,2526,AVS Futebol,34,26.1,34,3060,90,100,34,374,80,204,165,23,138,0.62,27,67,-40,-1.18,/en/squads/e5ce5a65/AVS-Futebol-Stats
POR-Primeira Liga,2526,Alverca,34,24.1,34,3060,90,100,34,374,82,206,165,16,141,1.15,35,52,-17,-0.5,/en/squads/8bbf8a25/2025-2026/Alverca-Stats
POR-Primeira Liga,2526,Arouca,32,25.5,34,3060,90,100,34,374,81,200,165,19,141,1.24,47,64,-17,-0.5,/en/squads/0d36ddd4/2025-2026/Arouca-Stats
POR-Primeira Liga,2526,Benfica,36,25.3,34,3060,90,100,34,374,84,228,144,16,162,2.35,74,25,49,1.44,/en/squads/a77c513e/2025-2026/Benfica-Stats
POR-Primeira Liga,2526,Braga,34,25.8,34,3060,90,100,34,374,81,220,153,21,152,1.74,64,36,28,0.82,/en/squads/69d84c29/2025-2026/Braga-Stats
POR-Primeira Liga,2526,Casa Pia,34,27.3,34,3060,90,100,34,374,80,209,163,21,142,0.88,31,57,-26,-0.76,/en/squads/b20a2b76/2025-2026/Casa-Pia-Stats
POR-Primeira Liga,2526,Estoril,27,26.4,34,3060,90,100,34,374,80,219,156,24,148,1.15,54,57,-3,-0.09,/en/squads/00c41b75/2025-2026/Estoril-Stats
POR-Primeira Liga,2526,Estrela,38,25.4,34,3060,90,100,34,374,80,201,171,22,134,0.88,38,56,-18,-0.53,/en/squads/0cb9f756/2025-2026/Estrela-Stats
POR-Primeira Liga,2526,Famalicão,25,24.2,34,3060,90,100,34,374,84,239,134,15,172,1.65,42,29,13,0.38,/en/squads/2de656d5/2025-2026/Famalicao-Stats
POR-Primeira Liga,2526,Gil Vicente,29,25.7,34,3060,90,100,34,374,81,209,164,19,140,1.47,47,38,9,0.26,/en/squads/6a329209/2025-2026/Gil-Vicente-FC-Stats
POR-Primeira Liga,2526,Moreirense,31,25.1,34,3060,90,100,34,374,81,215,155,21,141,1.26,37,49,-12,-0.35,/en/squads/e4502862/2025-2026/Moreirense-Stats
POR-Primeira Liga,2526,Nacional,27,25.9,34,3060,90,100,34,374,83,218,149,17,156,1.0,37,45,-8,-0.24,/en/squads/5c9eb756/2025-2026/Nacional-Stats
POR-Primeira Liga,2526,Porto,33,24.4,34,3060,90,100,34,374,78,205,168,25,138,2.59,66,18,48,1.41,/en/squads/5e876ee6/2025-2026/Porto-Stats
POR-Primeira Liga,2526,Rio Ave,35,24.7,34,3060,90,100,34,374,82,207,162,18,144,1.06,35,57,-22,-0.65,/en/squads/eea856da/2025-2026/Rio-Ave-Stats
POR-Primeira Liga,2526,Santa Clara,34,26.5,34,3060,90,100,34,374,81,211,160,22,145,1.06,32,41,-9,-0.26,/en/squads/f5b64cb1/2025-2026/Santa-Clara-Stats
POR-Primeira Liga,2526,Sporting CP,32,25.4,34,3060,90,100,34,374,82,213,159,19,147,2.41,89,24,65,1.91,/en/squads/13dc44fd/2025-2026/Sporting-CP-Stats
POR-Primeira Liga,2526,Tondela,30,25.5,34,3060,90,100,34,374,81,208,165,21,137,0.82,27,55,-28,-0.82,/en/squads/e442fa76/Tondela-Stats
POR-Primeira Liga,2526,Vit. Guimarães,34,24.8,34,3060,90,100,34,374,80,212,161,24,144,1.24,39,51,-12,-0.35,/en/squads/3f319bc9/2025-2026/Vitoria-Guimaraes-Stats
